country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-01-2026 20:00:00",28.531346,77.190156,OZONE,1,95,69
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-01-2026 20:00:00",28.699793,77.165453,NO2,76,190,149
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-01-2026 20:00:00",28.699793,77.165453,OZONE,47,69,60
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","20-01-2026 20:00:00",23.107969,72.574648,NO2,11,84,46
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","20-01-2026 20:00:00",23.107969,72.574648,SO2,4,25,14
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","20-01-2026 20:00:00",28.5918245,77.2273074,PM2.5,129,416,313
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","20-01-2026 20:00:00",28.5918245,77.2273074,CO,44,107,54
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","20-01-2026 20:00:00",28.5918245,77.2273074,OZONE,7,59,42
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","20-01-2026 20:00:00",28.611281,77.237738,SO2,3,12,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","20-01-2026 20:00:00",28.636429,77.201067,PM10,133,429,316
India,Delhi,Delhi,"Mundka, Delhi - DPCC","20-01-2026 20:00:00",28.684678,77.076574,OZONE,4,80,62
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-01-2026 20:00:00",28.60909,77.0325413,PM10,167,422,289
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-01-2026 20:00:00",28.60909,77.0325413,NO2,44,100,69
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","20-01-2026 20:00:00",23.107969,72.574648,OZONE,1,46,31
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-01-2026 20:00:00",22.977134,72.553024,NH3,5,85,27
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-01-2026 20:00:00",22.977134,72.553024,CO,21,110,43
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-01-2026 20:00:00",23.002657,72.591912,CO,13,51,32
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","20-01-2026 20:00:00",23.020509,72.579261,SO2,10,21,15
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","20-01-2026 20:00:00",23.016834,72.625775,SO2,25,53,37
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","20-01-2026 20:00:00",23.016834,72.625775,CO,8,130,60
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","20-01-2026 20:00:00",23.023389,72.515201,PM10,65,127,91
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","20-01-2026 20:00:00",23.023389,72.515201,NH3,4,13,8
